code,grouping,title,description,lithology
QTsu,"Oak Ridge, Santa Susana Mountains, Simi Hills, Santa Monica Mountains","Saugus Formation, upper member (early Pleistocene)",Nonmarine sandstone and pebbly sandstone. (Oat Mountain and San Fernando 7.5’ quadrangles),
Qu,,Undifferentiated surficial deposits (Holocene and late Pleistocene?),"Unconsolidated and uncorrelated deposits of silt, sand, and gravel; may include some residual soils",
Qvof,,Very old alluvial-fan deposits (middle to early Pleistocene),"Moderately dissected to well dissected, moderately to well consolidated, gravel, sand and silt; can contain boulders near mountain fronts",
Qvofg,,"Very old alluvial-fan deposits, gravel (middle to early Pleistocene)","Moderately dissected to well dissected, moderately to well consolidated, gravel, sand and silt; can contain boulders near mountain fronts",
Qw,,Wash deposits (late Holocene),"Unconsolidated gravel, sand and silt in active or recently active streambeds; chiefly stream deposited, but includes some debrisflow deposits; episodes of bank-full stream flow are frequent enough to inhibit growth of vegetation. Essentially same unit as alluvium (Qa), but name used by source authors retained here",
Qwa,,"Wash deposits, arenaceous (late Holocene)","Unconsolidated gravel, sand and silt in active or recently active streambeds; chiefly stream deposited, but includes some debrisflow deposits; episodes of bank-full stream flow are frequent enough to inhibit growth of vegetation. Essentially same unit as alluvium (Qa), but name used by source authors retained here",
Qwag,,"Wash deposits, arenaceous gravel (late Holocene)","Unconsolidated gravel, sand and silt in active or recently active streambeds; chiefly stream deposited, but includes some debrisflow deposits; episodes of bank-full stream flow are frequent enough to inhibit growth of vegetation. Essentially same unit as alluvium (Qa), but name used by source authors retained here",gravel
Qwb,,"Wash deposits, boulders (late Holocene)","Unconsolidated gravel, sand and silt in active or recently active streambeds; chiefly stream deposited, but includes some debrisflow deposits; episodes of bank-full stream flow are frequent enough to inhibit growth of vegetation. Essentially same unit as alluvium (Qa), but name used by source authors retained here",
Qya,,"Young alluvium, undivided (Holocene and late Pleistocene)","Unconsolidated, generally friable, stream-deposited silt, sand and gravel on canyon floors; surfaces may show slight to moderate pedogenic soil development.",
Qyaa,,"Young alluvium, arenaceous (Holocene and late Pleistocene)","Unconsolidated, generally friable, stream-deposited silt, sand and gravel on canyon floors; surfaces may show slight to moderate pedogenic soil development.",
Qyag,,"Young alluvium, gravel (Holocene and late Pleistocene)","Unconsolidated, generally friable, stream-deposited silt, sand and gravel on canyon floors; surfaces may show slight to moderate pedogenic soil development.",
Qya1,,"Young alluvium, Unit 1 (late Pleistocene)",Oldest young alluvium. In part distinguished on basis of relative terrace levels,
Qya1b,,"Young alluvium, Unit 1 (late Pleistocene)",Oldest young alluvium. In part distinguished on basis of relative terrace levels,
Qya2,,"Young alluvium, Unit 2 (late Pleistocene)","Older young alluvium, older than Unit 3, younger than Unit 1. In part distinguished on basis of relative terrace levels",
Qya2a,,"Young alluvium, Unit 2 (late Pleistocene)","Older young alluvium, older than Unit 3, younger than Unit 1. In part distinguished on basis of relative terrace levels",
Qya2b,,"Young alluvium, Unit 2 (late Pleistocene)","Older young alluvium, older than Unit 3, younger than Unit 1. In part distinguished on basis of relative terrace levels",
Qya3,,"Young alluvium, Unit 3 (Holocene and late Pleistocene)","Older young alluvium, older than Unit 4, younger than Unit 2. In part distinguished on basis of relative terrace levels",
Qya3b,,"Young alluvium, Unit 3 (Holocene and late Pleistocene)","Older young alluvium, older than Unit 4, younger than Unit 2. In part distinguished on basis of relative terrace levels",
Qya4,,"Young alluvium, Unit 4 (Holocene)",Youngest of as many as 4 subunits of Qya that can be distinguished in some areas. Qya4g gravel abundant. In part distinguished on basis of relative terrace levels,
Qya4g,,"Gravel, young alluvium, Unit 4 (Holocene)",,
Qyc,,Young colluvium (Holocene and late Pleistocene),"Unconsolidated clay, silt and sand colluvial deposits on hillsides, commonly containing abundant angular rock fragments; commonly on slopes where it is up to 3 m thick and thicker at the bases of some hillslopes; surfaces may show slight to moderate pedogenic soil development. Mapped only in the Mint Canyon 7.5’ quadrangle (Saul, 1985; Saul and Wooton, 1983)",colluvium
Qyd,,Young nonmarine terrace deposits (late Pleistocene),"Unconsolidated to moderately indurated, clay, silt, sand, and angular gravel including clasts up to boulder size; chiefly debris-flow deposits, but includes some stream-deposited 7 material; surfaces may show slight to moderate pedogenic soil development. Overlies elevated wave-planed bedrock and marine terrace deposits along coast",
Qyf,,"Young alluvial-fan deposits, undivided (Holocene and late Pleistocene)","Unconsolidated gravel, sand and silt, bouldery near mountain fronts; deposited chiefly from flooding streams and debris flows; surfaces can show slight to moderate pedogenic soil development.",
Qyfg,,"Young alluvial-fan deposits, gravel (Holocene and late Pleistocene)","Unconsolidated gravel, sand and silt, bouldery near mountain fronts; deposited chiefly from flooding streams and debris flows; surfaces can show slight to moderate pedogenic soil development.",
Qyf1,,"Young alluvial-fan deposits, Unit 1 (Holocene and late Pleistocene)",Oldest of as many as four subunits of Qyf that can be distinguished in some areas. In part distinguished on basis of relative terrace levels,
Qyf1b,,"Young alluvial-fan deposits, Unit 1 (Holocene and late Pleistocene)",Oldest of as many as four subunits of Qyf that can be distinguished in some areas. In part distinguished on basis of relative terrace levels,
Qyf1g,,"Young alluvial-fan deposits, Unit 1 (Holocene and late Pleistocene)",Oldest of as many as four subunits of Qyf that can be distinguished in some areas. In part distinguished on basis of relative terrace levels,
Qyf2,,"Young alluvial-fan deposits, Unit 2 (Holocene and late Pleistocene)","Older young fan deposits, older than Unit 3, younger than Unit 1. In part distinguished on basis of relative terrace levels",
Qyf2b,,"Young alluvial-fan deposits, Unit 2 (Holocene and late Pleistocene)","Older young fan deposits, older than Unit 3, younger than Unit 1. In part distinguished on basis of relative terrace levels",
Qyf2g,,"Young alluvial-fan deposits, Unit 2 (Holocene and late Pleistocene)","Older young fan deposits, older than Unit 3, younger than Unit 1. In part distinguished on basis of relative terrace levels",
Qyf3,,"Young alluvial-fan deposits, Unit 3 (Holocene and late Pleistocene)","Older young fan deposits, older than Unit 4, younger than Unit 2. In part distinguished on basis of relative terrace levels",
Qyf3a,,"Young alluvial-fan deposits, Unit 3 (Holocene and late Pleistocene)","Older young fan deposits, older than Unit 4, younger than Unit 2. In part distinguished on basis of relative terrace levels",
Qyf3b,,"Young alluvial-fan deposits, Unit 3 (Holocene and late Pleistocene)","Older young fan deposits, older than Unit 4, younger than Unit 2. In part distinguished on basis of relative terrace levels",
Qyf3g,,"Young alluvial-fan deposits, Unit 3 (Holocene and late Pleistocene)","Older young fan deposits, older than Unit 4, younger than Unit 2. In part distinguished on basis of relative terrace levels",
Qyf4,,"Young alluvial-fan deposits, Unit 4 (Holocene and late Pleistocene)",Youngest of four subunits of Qyf that can be distinguished in some areas. In part distinguished on basis of relative terrace levels,
Qyf4b,,"Young alluvial-fan deposits, Unit 4 (Holocene and late Pleistocene)",Youngest of four subunits of Qyf that can be distinguished in some areas. In part distinguished on basis of relative terrace levels,
Qym,,Young marine terrace deposits (late Pleistocene),"Unconsolidated (but with small areas locally calcite-cemented) sand, silty sand and gravel; Typically rests on wave-cut bedrock surfaces at two or more altitudes above present sea level; some surfaces show slight to moderate pedogenic soil development. Deposits locally carry molluscan fauna referred to the late Pleistocene (Addicott, 1964)",
Qyw,,Young wash deposits (Holocene and late Pleistocene?),"Unconsolidated sand, silt and gravel; gravel and boulders common near mountain fronts. In part distinguished from wash deposits (Qw) on basis of relative terrace levels",
Qywa,,"Young wash deposits, arenaceous (Holocene and late Pleistocene?)","Unconsolidated sand, silt and gravel; gravel and boulders common near mountain fronts. In part distinguished from wash deposits (Qw) on basis of relative terrace levels",
Qywag,,"Young wash deposits, arenaceous gravel (Holocene and late Pleistocene?)","Unconsolidated sand, silt and gravel; gravel and boulders common near mountain fronts. In part distinguished from wash deposits (Qw) on basis of relative terrace levels",gravel
Qywg,,"Young wash deposits, gravel (Holocene and late Pleistocene?)","Unconsolidated sand, silt and gravel; gravel and boulders common near mountain fronts. In part distinguished from wash deposits (Qw) on basis of relative terrace levels",gravel
Qyws,,"Young wash deposits, silt (Holocene and late Pleistocene?)","Unconsolidated sand, silt and gravel; gravel and boulders common near mountain fronts. In part distinguished from wash deposits (Qw) on basis of relative terrace levels",gravel
Tcb,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Calabasas Formation, undivided (early late Miocene and late middle Miocene)","Interbedded impure, clayey to silty sandstone and silty shale, containing local beds of sedimentary breccia; sandstone is thin-, medium- and thick-bedded, mostly medium to coarse grained, poorly sorted, commonly having wacke texture, commonly shows graded bedding. Shale, locally diatomaceous or phosphatic, locally abundant fish scales, sparse foraminifera, and rust-colored plant casts. Some thicker beds contain zones of large ovoid dolomitic concretions; sedimentary breccia, olistostromes incorporating cobble- to large boulder-size clasts of recognizable older Tertiary strata, including fossil-bearing clasts of Paleocene, Eocene, early Miocene, and middle Miocene strata, as well as volcanic (probable Conejo Volcanics) clasts. Many sandstone beds are lithologically similar to those in overlying, less-deformed Modelo Formation.  16 Modelo is generally unconformable over Calabasas. West of Malibu Junction and north of Ventura Freeway the two formations are accordant; Calabasas grades westward into finer-grained clayey siltstone and shale much like nearby Modelo; two formations are distinguished only by differences in foraminiferal fauna. (Calabasas there contains foraminifera referred to Luisian Stage of Kleinpell, 1938; Modelo contains foraminifera referred to Mohnian Stage of Kleinpell, 1938. Many foram collections from the Calabasas are not diagnostic as to Stage, and have been reported only as middle Miocene, Relizian or Luisian.) The name is taken from Calabasas Peak, about 3 km east of prominent exposures of Calabasas strata in Stokes Canyon-McCoy Canyon area (Yerkes and Campbell, 1979). Along north flank of Santa Monica Mountains, south of Ventura Freeway (U.S. 101), contact relationships with the underlying Conejo Volcanics are marked by extreme variability, apparently reflecting nearly continuous marine sedimentation, intermittently overwhelmed by episodes of waning submarine volcanic activity, punctuated by episodes of structural disturbance that may have included detachment faulting. Consequently, just east of Medea Creek and south of Agoura (northeast Point Dume 7.5’ quadrangle, southeast Thousand Oaks 7.5’ quadrangle) Calabasas lies unconformably across one sequence of volcanic strata, yet nearby to east and west base is accordant with different levels in volcanic sequence (Blackerby, 1965). West of Westlake, persistent volcanic conglomerate assigned to Calabasas lies unconformably across Boney Mountain Fault and Conejo Volcanics to west (Weber, 1984). Similar volcanic conglomerate along south and west flanks of Simi Hills intervenes between overlying Modelo Formation and north dipping Cretaceous and early Tertiary strata, and has also been assigned to Calabasas Formation (Weber, 1984)",sandstone
Tcbd,Central Santa Monica Mountains (Upper plate of Malibu Bowl Detachment Fault),"Calabasas Formation, Dry Canyon Sandstone Member (late middle
Miocene)","Sandstone (proximal turbidites) and subordinate interbedded siltstone, many thin turbidites, locally prominent dolomitic concretions in siltstone. Overlies and tongues eastward into Solstice Canyon Tongue of Conejo Volcanics; underlies and intertongues westward into Escondido Canyon Shale Member of Calabasas Formation; overlain by, and locally intertongues with, Malibu Bowl Tongue of the Conejo Volcanics, and locally overlain by Newell Sandstone member of Calabasas Formation; locally overlain by Latigo Canyon Breccia Member of Calabasas Formation; underlain by Ramera Canyon Tongue of Conejo Volcanics. Approximate maximum thickness 686 m. (east central Malibu Beach 7.5’ quadrangle; Yerkes and Campbell, 1979, p. E24; Yerkes and Campbell, 1980)",and locally intertongues with
Tcbe,Central Santa Monica Mountains (Upper plate of Malibu Bowl Detachment Fault),"Calabasas Formation, Escondido Canyon Shale Member (late middle
Miocene)","Siltstone, mudstone, shale and minor interbedded thin sandstone turbidites; locally prominent dolomitic concretions. Tongues eastward into Dry Canyon Sandstone Member of Calabasas Formation; approximate maximum thickness 276 m. (west central Point Dume 7.5’ quadrangle; Yerkes and Campbell, 1979, p. E24; Campbell and others, 1996)",1979
Tcbl,Central Santa Monica Mountains (Upper plate of Malibu Bowl Detachment Fault),"Calabasas Formation, Latigo Canyon Breccia Member (late middle Miocene)","Sedimentary breccia, large angular boulders of Sespe Sandstone and
fossiliferous Vaqueros sandstone in sandy, tuffaceous or volcanic breccia;
intertongues with epiclastic volcanic breccia. Approximate maximum thickness
91 m; underlies Solstice Tongue of Conejo Volcanics and overlies Escondido
Canyon shale member of Calabasas Formation. (east central Point Dume 7.5’
quadrangle; Yerkes and Campbell, 1979, p. E23; Campbell and others, 1996)",1979
Tcbmp,Central Santa Monica Mountains (Upper plate of Malibu Bowl Detachment Fault),"Calabasas Formation, Mesa Peak Breccia Member (late middle Miocene)","Sedimentary breccia consisting of angular boulders and cobbles of volcanic rock in very coarse-grained sandstone matrix; maximum thickness approximately 288 m. Overlies Newell Sandstone Member of Calabasas Formation in upper plate of the Malibu Bowl Detachment Fault, west central Malibu Beach 7.5’ quadrangle (Yerkes and Campbell, 1979, p. E23; Yerkes and Campbell, 1980)",
Tcbn,Central Santa Monica Mountains (Upper plate of Malibu Bowl Detachment Fault),"Calabasas Formation, Newell Sandstone Member (late middle Miocene)","Poorly sorted turbidite sandstone and interbedded shaly siltstone; contains large  26 dolomitic concretions; overlies and wedges out westward into Malibu Bowl Tongue of Conejo Volcanics; maximum thickness approximately 244 m. (West central Malibu Beach 7.5’ quadrangle; Yerkes and Campbell, 1979, p. E23; Yerkes and Campbell 1980)",
Tcbvc,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Calabasas Formation, Volcanic conglomerate (late middle Miocene)","Volcanic conglomerate, mapped by Weber (1984) as basal Calabasas Formation where it rests unconformably on Chatsworth Formation (Cretaceous) along south flank of Simi Hills, and extends north westward across Paleogene sequence at west end of Simi Hills. This conglomerate may be approximately equivalent to volcanic conglomerates interbedded with lower part of Calabasas Formation sandstone and shale exposed along and north of Ventura Freeway in Agoura area (Blackerby, 1965), and overlying volcanic strata in Thousand Oaks area (Weber, 1984). (Thousand Oaks and Calabasas 7.5’ quadrangles)",
Tcc,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),Coal Canyon Formation (Eocene (?) and Paleocene),"Marine sandstone, pebble conglomerate, siltstone and algal limestone. Sandstone, very fine to medium grained, poorly to well sorted, consisting of subrounded quartz and feldspar grains in a sparse clay matrix, locally biotitic. Locally contains abundant mollusks; beds commonly are thick and some have graded upper parts and sharp upper contacts. Siltstone and silty claystone present locally in upper part of formation. Closely jointed, conchoidal fracture; contains abundant biotite. Local partings of fine-grained silty biotitic sandstone, and calcareous beds or concretions as thick as 15 cm and as long as 1 m. Pebble-cobble conglomerate forms resistant steep slopes in Carbon and Topanga Canyons. Beds as much as 7 m thick and have scattered pebbles, boulders, slabs, and interbeds of mudstone and medium- to coarse-grained sandstone. Coal Canyon Formation is about 335 m thick in Solstice Canyon, only complete section exposed in the Santa Monica Mountains; however, thickness summed from incomplete sections in the Carbon Canyon-Topanga Canyon area is as much as 450 m. Commonly carries molluscan fauna that includes Martinez-Stage gastropods Turritella pachecoensis and Mesalia martinezensis (Gabb). Coal Canyon Formation overlies nonmarine Simi Conglomerate or late Cretaceous Tuna Canyon Formation; relations are generally accordant but locally unconformable. In Solstice Canyon Coal Canyon Formation is overlain disconformably (?) by marine strata of Eocene age. Name Coal Canyon Formation was applied by Yerkes and Campbell (1979) to sequence formerly mapped as ""Martinez"" Formation. “Martinez” is molluscan Stage name, imported from a central California type locality. (Topanga, Malibu Beach, Point Dume and Triunfo Pass 7.5’ quadrangles; Yerkes and Campbell, 1980; Campbell and others, 1996). Includes:",
Tccl,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Coal Canyon Formation, limestone (Eocene (?) and Paleocene)","Algal limestone; occurs as scattered lenses and pods in siltstone sequences east of Topanga Canyon, most prominently in eastern wall of Santa Ynez Canyon",
Tco,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Conejo Volcanics, undivided (middle middle Miocene)","Basalt, andesitic basalt, basaltic andesite, andesite, and dacite in a thick sequence of extrusive volcanic flows, flow-breccias, agglomerates, and epiclastic volcanic breccias, volcanic sandstones and siltstones. Thickest (probably in excess of 3 km) where it underlies north flank of western Santa Monica Mountains, and thinning eastward to as little as 200 m of interbedded flows and volcaniclastic sedimentary rocks on nose of Topanga Anticline. Further east volcanic rocks are relatively thin and discontinuous, and name has not been extended eastward for more than a mile east of Topanga Canyon Road. Thick sequence shows crude compositional layering: pillow basalt, pillow breccia, aquagene tuff, black volcanic sandstone and interbedded black siltstone are common in basal part of Conejo, associated with basalt, andesitic basalt, and basaltic andesite flows, breccia, and agglomerate. Andesite and basaltic andesite predominate in the central part of sequence with interlayered andesitic basalt. Sequence has upper zone, dominated by andesite and basaltic andesite but includes dacite flows in some areas as well as epiclastic volcanic conglomerates containing andesite and dacite clasts. Durrell (1954) recognized general extent of volcanics that intervene between lower- and upper-middle Miocene sedimentary strata, and called them “Middle Topanga Formation”; but name ""Conejo Volcanics"" applied by Taliaferro (1924) to rocks in Conejo Mountain area has precedence; adopted by Blackerby (1965) and by Yerkes and Campbell (1979). Basal Conejo is conformable on and interbedded with upper part of underlying Topanga Canyon Formation from about one mile west of Malibu Lake, eastward to area north of Calabasas Peak. Westward, in western part of Point Dume 7.5’ quadrangle and eastern part of Triunfo Pass 7.5’ quadrangle, contact lies unconformably across Topanga Canyon and Vaqueros strata. Unconformable parts of contact do not require an episode of uplift and erosion; we interpret missing strata as probably removed by faulting, perhaps associated with caldera collapse, leaving a downdropped surface that was backfilled by a sequence of eruptive episodes. Weigand and Savage (1993) have summarized geochemistry of Conejo Volcanics, comparing units with other southern California Miocene volcanic suites. Range in initial Sr87/Sr86 is reported as 0.70294-0.704201, indicating parent magmas derived from upper mantle without important crustal rock contamination (Weigand and Savage, 1993, p. 105,106). K-Ar ages on plagioclase from basalt and andesite, reported by Turner and Campbell (1979), range from 15.5+0.8 Ma near the base of the Conejo to 13.9+0.4 Ma near the top. McCulloh and others (2002, p. 3) have recalculated older date using updated decay constants to yield 15.9+0.8 Ma age ",
Tco,Central Santa Monica Mountains (Upper plate of Malibu Bowl Detachment Fault),"Conejo Volcanics, undivided (middle middle Miocene)","Basalt, andesitic basalt, basaltic andesite, andesite, and dacite in a thick sequence of extrusive volcanic flows, flow-breccia, agglomerate, and epiclastic volcanic breccia, volcanic sandstone and siltstone. Three stratigraphically distinct tongues of volcanic rocks are interbedded with members of Calabasas Formation in upper plate of Malibu Bowl Fault in area between Malibu Canyon and Zuma Canyon:",
Tcoa,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Conejo Volcanics, andesitic central zone (middle middle Miocene)","Interlayered porphyritic and microporphyritic andesite, andesitic basalt, and basaltic andesite flows, agglomerates and flow breccias; includes some crystal tuff, vesicular andesite, pyroclastics and volcanic sandstone; includes Ladyface Member and Medea Member of Blackerby (1965), as well as Potrero and Triunfo Members of Sonneman (1956) and Guynes (1959). (Thousand Oaks, Point Dume, Triunfo Pass and Newbury Park 7.5’ quadrangles; Blackerby, 1965 and unpublished mapping 1965-1973; Campbell and others, 1996, and unpublished mapping 1962-1976; Sonneman, 1956; Guynes, 1959; and Weber, 1984). Lithologically recognized subunits, which occur at various stratigraphic levels, and do not form a consistent stratigraphic sequence, include:",
Tcoaa,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Conejo Volcanics, andesitic central zone, andesitic agglomerate (middle middle Miocene)","Andesite agglomerate and tuff, mapped as part of Potrero Member of Conejo Formation by Guynes (1959). (Triunfo Pass 7.5’ quadrangle)",
Tcoab,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Conejo Volcanics, andesitic central zone, andesite breccia (middle middle Miocene)","Andesitic and basaltic breccia and some agglomerate; mostly equivalent to rocks mapped as Triunfo Member by Sonneman (1956) and Guynes (1959); includes rocks mapped as Medea Member by Blackerby (1965). (Topanga, Malibu Beach, Point Dume, Triunfo Pass, Newbury Park and Thousand Oaks 7.5’ quadrangles; Yerkes and Campbell, 1980; Campbell and others, 1970; Sonneman, 1956; Guynes, 1959; Weber, 1984; and unpublished 1:12,000-scale mapping by R. H. Campbell and B. A. Blackerby, 1967-1972)  18",
Tcoaf,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Conejo Volcanics, andesitic central zone, andesitic flows (middle middle Miocene)","Andesite flows, mapped as Potrero Member of Conejo Formation by Sonneman (1956) and Guynes (1959). (Triunfo Pass 7.5’ quadrangle)",
Tcob,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Conejo Volcanics, basaltic lower zone, basalt and andesitic basalt (middle middle Miocene)","Chiefly basalt, olivine basalt, basaltic andesite, and andesitic basalt; ranges from trachytic olivine basalt to porphyritic quartz andesite; as flows, breccias, agglomerates, pillow basalts, pillow breccias, and basaltic sand and silt; includes Olivine Basalt and Seminole Members of Blackerby (1965). (Malibu Beach, Point Dume, Triunfo Pass, and Thousand Oaks 7.5’ quadrangles; Yerkes and Campbell, 1980; Campbell and others, 1996; Blackerby, 1965; Sonneman, 1956; Guynes, 1959; Weber, 1984; and unpublished 1:12,000-scale mapping by R. H. Campbell and B. A. Blackerby, 1962-1976). Lithologically recognized subunits (flows and breccias) are interlayered at various stratigraphic levels in upper part of zone, and do not form a consistent stratigraphic sequence; however pillow basalt, pillow breccia, and volcanic sand predominate in lower part of zone.",
Tcobb,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Conejo Volcanics, basaltic lower zone, basalt and andesitic basalt, basaltic breccia (middle middle Miocene)","Basalt, andesitic basalt and basaltic andesite breccias; includes some pillow breccia; in part, mapped as Serrano member of Conejo Volcanics by Sonneman (1956) and Guynes (1959). (Malibu Beach, Point Dume, Triunfo Pass and Thousand Oaks 7.5’ quadrangles; Sonneman, 1956; Guynes, 1959; Blackerby, 1965; Yerkes and Campbell, 1980; Weber, 1984; Campbell and others, 1996)","Basalt, andesitic basalt and basaltic andesite breccias; includes some pillow breccia; in part, mapped as Serrano member of Conejo Volcanics by Sonneman (1956) and Guynes (1959). (Malibu Beach, Point Dume, Triunfo Pass and Thousand Oaks 7.5’ quadrangles; Sonneman, 1956; Guynes, 1959; Blackerby, 1965; Yerkes and Campbell, 1980; Weber, 1984; Campbell and others, 1996)"
Tcobf,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Conejo Volcanics, basaltic lower zone, basalt and andesitic basalt, basalt flows (middle middle Miocene)","Basalt, andesitic basalt and basaltic andesite flows. (Malibu Beach, Point Dume and Thousand Oaks 7.5’ quadrangles; Blackerby, 1965; Yerkes and Campbell, 1979 and 1980; Campbell and others, 1996; and Weber (1984)",1965; Yerkes and Campbell
Tcobz,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Conejo Volcanics, basaltic lower zone, basaltic sand (middle middle Miocene)","Black basaltic sand and siltstone; included in Seminole Member of Blackerby, 1965. (Point Dume and Malibu Beach 7.5’ quadrangles; Blackerby, 1965; Yerkes and Campbell, 1980; Campbell and others, 1996)",
Tcod,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Conejo Volcanics, dacite-bearing upper zone (middle middle Miocene)","Interlayered dacite (including trachytic dacite), andesite and basalt flows and pyroclastics; minor volcanic sandstone. Malibu Junction Member of Conejo Volcanics of Blackerby (1965). (south of Ventura Freeway, Thousand Oaks 7.5’ quadrangle)",
Tcode,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Conejo Volcanics, dacite-bearing epiclastic lenses (middle middle Miocene)","Epiclastic volcanic rocks, but including basalt, andesite and dacite pyroclastic flows and flow breccia; forms relatively thin layers and lenses interbedded in lower part of Calabasas Formation, which locally includes volcanic sandstone and volcanic conglomerate. (north of Ventura Freeway, Thousand Oaks 7.5’ quadrangle; after Blackerby, 1965)",
Tcom,Central Santa Monica Mountains (Upper plate of Malibu Bowl Detachment Fault),"Conejo Volcanics, Malibu Bowl Tongue (middle middle Miocene)","Andesitic and basaltic flows and flow breccias; underlies and tongues eastward into Newell Sandstone Member of Calabasas Formation and overlies Dry Canyon Sandstone Member of Calabasas Formation; as much as 143 m thick. (Malibu Beach 7.5’ quadrangle; Yerkes and Campbell, 1979; Yerkes and Campbell, 1980)",
Tcop,Central and western Santa Monica Mountains (below Malibu Bowl Detachment Fault),"Conejo Volcanics, basaltic lower zone, pillow basalt (middle middle Miocene)","Basalt pillow lavas, pillow breccias and probable aquagene tuffs; included in Seminole Member mapped by Blackerby, 1965, and Serrano Member mapped by Sonneman, 1956, and by Guynes, 1959. (Malibu Beach, Point Dume and Triunfo Pass 7.5’ quadrangles; Sonneman, 1956; Guynes, 1959; Blackerby, 1965; Yerkes and Campbell, 1980; Campbell and others, 1996)",
Tcor,Central Santa Monica Mountains (Upper plate of Malibu Bowl Detachment Fault),"Conejo Volcanics, Ramera Canyon Tongue (middle middle Miocene)","Basaltic and andesitic breccia, tuffbreccia, and flows(?); minor volcanic sandstone; underlies, and upper part intertongues with lower part of Escondido Canyon Shale Member of the Calabasas Formation; underlain in some areas by the Malibu Bowl Detachment Fault which rests on rocks as young as Topanga Canyon Formation; as much as 518 m thick. (Campbell and others, 1970; Yerkes and Campbell, 1979; Yerkes and Campbell, 1980; Campbell and others, 1996)",
Tcos,Central Santa Monica Mountains (Upper plate of Malibu Bowl Detachment Fault),"Conejo Volcanics, Solstice Canyon Tongue (middle middle Miocene)","Basaltic and andesitic flows, breccia, and tuff; local water-laid volcanic sandstone. Underlies and intertongues eastward into upper part of Dry Canyon Sandstone Member of Calabasas Formation, overlies Latigo Canyon Breccia Member of Calabasas Formation; as much as 143 m thick. (eastern Point Dume 7.5’ quadrangle and western Malibu Beach 7.5’ quadrangle; Campbell and others, 1970; Yerkes and Campbell, 1979; Yerkes and Campbell, 1980; Campbell and others, 1996)",
Tcs,Castaic Valley-Soledad Canyon and San Gabriel Mountains,"Castaic Formation, undivided (late Miocene)","Marine tuffaceous or diatomaceous shale, interbedded pebbly sandstone, sparse limestone concretions with wellpreserved foraminifera. Named by Winterer and Durham (1954) for marine sandstone strata of late Miocene age (equivalent to the Modelo Formation), north of San Gabriel Fault and east of Newhall. Name extended to north for late Miocene shale interbedded with sandstone and minor pebble conglomerate in Soledad-Ridge Basin area by Crowell (1954) (Mint Canyon and Newhall 7.5’ quadrangles)",
Tcw,Topatopa Mountains and eastern Santa Ynez Range,Coldwater Formation (late Eocene),"Marine arkosic sandstone and shale; contains lenses of pebble conglomerate and oyster reefs; thickness about 390 m. Earliest use of “Coldwater Sandstone Member” by Kew (1924); referred to “Coldwater Formation” by Bailey (1947) who designated a type locality. (Fillmore 7.5’ quadrangle; Eschner, 1969)",sandstone
Tcz,Topatopa Mountains and eastern Santa Ynez Range,Cozy Dell Formation (late to middle Eocene),"Well-bedded marine brown clay shale and mudstone; thickness as much as 600 m. Earliest use of “Cozy Dell Shale Member” by Kerr and Schenk (1928); described as “Cozy Dell Formation” by Dibblee (1950). (Fillmore 7.5’ quadrangle; Eschner, 1969)",
Td,Santa Susana Mountains and Simi Hills,Domengine Formation (middle Eocene),"Marine, gray to greenish, hard calcareous sandstone. Small body exposed about ½ mile east of San Fernando Pass (west-central San Fernando 7.5’ quadrangle); correlated with “Domengine” fauna identified in nearby well, and with “Llajas Formation” as mapped about 16 km to west-southwest (Oakeshott, 1958, p. 58). “Domengine” is a provincial Stage name imported from central California, first used by F. M. Anderson (1905), subsequently used as formation name for mappable beds that carry middle Eocene mega- or microfauna. (San Fernando 7.5’ quadrangle; Oakeshott, 1958, p. 58)",
Tep,Santa Susana Mountains and Simi Hills,Sedimentary rocks of the Chatsworth reservoir area (Eocene and/or Paleocene),"Unnamed conglomerate and sandstone; probably Eocene and (or) Paleocene (post-Chatsworth Formation and pre-Sespe). (Canoga Park 7.5’ quadrangle; Shields, 1977)",
Tf1,Los Angeles Basin,"Fernando Formation, member 1 (Pliocene)",Massive siltstone. (Los Angeles 7.5’ quadrangle),
Tf2,Los Angeles Basin,"Fernando Formation, member 2 (Pliocene)",Massive sandstone. (Los Angeles 7.5’ quadrangle),
Tf3,Los Angeles Basin,"Fernando Formation, member 3 (Pliocene)",Coarse pebble-cobble conglomerate. (Los Angeles 7.5’ quadrangle),
