code,grouping,title,description,lithology
Ksm,,Mudstone and subordinate sandstone (Upper Cretaceous),"Silty and clayey, micaceous marine mudstone and varying amounts of thin- to thick-bedded sandstone. Similar to sandstone and subordinate mudstone unit (Kms) in Domain 1 but mapped separately because intervening Big Pine fault marks major tectonic boundary (Vedder and others, 1995)",
Kss,,Sandstone and subordinate mudstone and conglomerate (Upper Cretaceous),"Buff, fine- to very coarse-grained, micaceous, locally conglomeratic, thin- to thick-bedded, lenticular feldspathic marine sandstone. Includes interbedded, thin-bedded, micaceous mudstone beds. Contains Upper Cretaceous mollusks in upper part (Vedder and others, 1995). Thickness highly variable; maximum thickness about 600 m",
Kcg,,Conglomerate (Upper Cretaceous),"Thick-bedded, lenticular, marine conglomerate composed of well-rounded pebble, cobble, and boulders of mostly porphyritic siliceous metavolcanic rocks, granitoid rocks, and quartzite. Two mapped lenticular beds as thick as 25 m interbedded with mudstone and subordinate sandstone unit (Ksm)",
Ksw,,White sandstone of Big Pine Mountain (Upper Cretaceous),"White, medium- to coarse-grained, micaceous, thick-bedded to massive, feldspathic marine sandstone and minor mudstone. Weathering resembles granitic grus. Forms white, cliff-forming beds, lighter in color than buff-colored unit Kms, in Big Pine Mountain quadrangle in western map area (Vedder and others, 1995). As thick as about 140 m",
Tcc,,"Caliente Formation, Upper sandstone and conglomerate member (lower Pliocene or upper Miocene)","Pale-red to reddish-brown or grayish-red and very-pale-orange or white arkosic sandstone, pebbly sandstone, and conglomerate; thick bedded to lenticular and poorly stratified; crossbedded in places; contains thin beds of reddish mudstone. Contains mammalian fossils of Hemphillian age (early Pliocene or late Miocene) in lower part. Corresponds to units Tc3 and Tc5 of Vedder and Repenning (1975)",
Tcb,,"Caliente Formation, Alkalic olivine basalt flows (upper Miocene) (lower Pliocene or upper Miocene)","Dark-gray to brownish-gray, locally vesicular; includes some interbedded sandstone and conglomerate. Corresponds to units Tb and Tb5 and small parts of unit Tc of Vedder and Repenning (1975)",
Ti,,"Caliente Formation, Intrusive olivine diabase (upper? Miocene)","Alkalic olivine diabase in sills and small plugs. Locally forms columnar-jointed outcrops (Vedder and Repenning, 1975). Intrudes middle Miocene rocks of lower part of the Caliente Formation and is probably source for olivine basalt flows interbedded with upper Caliente Formation",
Tcsl,,"Caliente Formation, Lower sandstone and conglomerate member (middle Miocene)","Variegated, lenticular and thin- to thick-bedded, cross-stratified sandstone, conglomerate, and mudstone; includes thin zones of bentonitic claystone. Contains possibly reworked mammal bones of Barstovian and Hemingfordian age. Corresponds to unit Tc2 of Vedder and Repenning (1975)",
Tcs,,"Caliente Formation, Mudstone and sandstone member (middle and lower Miocene)","Dusky-red and grayish-olive, thin-bedded claystone and mudstone interbedded with pale-greenish-gray to yellowish-gray thin- to thick-bedded sandstone and conglomerate. Contains possibly reworked mammal bones of Arikareean age (early Miocene to early Oligocene), but Vedder and Repenning (1975) consider unit no older than early Miocene. Base of unit grades westward into lower Miocene Painted Rock Sandstone Member of Vaqueros Formation (Tvpr). Corresponds to unit Tc1 of Vedder and Repenning (1975)",
Tmsh,,Saltos Shale Member of Monterey Formation (middle and lower Miocene),"Greenish-gray to brownish-gray, indistinctly bedded, locally pebbly and concretionary, clayey, marine siltstone and fine-grained sandstone. Locally includes medium- to coarse-grained sandstone that resembles Branch Canyon of the Vaqueros Formation in western Caliente Range but is absent in eastern part of range. Contains early and middle Miocene age mollusks and foraminifera. Thickness about 500 m",
Tvpr,,"Vaqueros Formation, Painted Rock Sandstone Member (lower Miocene)","Pale-greenish-gray, yellowish-gray, brownish-gray, and olive sandstone, siltstone, and claystone; conglomeratic in places, including some pebble- to boulder-conglomerate lenses in lower part. Contains lower Miocene mollusks and foraminifera. About 270 m thick",
Tvs,,"Vaqueros Formation, Soda Lake Shale Member (lower Miocene)","Brownish-gray, dark-greenish-gray, and olive-gray claystone, siltstone, and shale; laminated to poorly bedded, locally concretionary. Contains a fine- to coarse-grained, light-gray to yellowish-gray, thick-bedded, lenticular, resistant sandstone bed that resembles Painted Rock Sandstone Member (Tvpr). Contains lower Miocene mollusks and foraminifera in upper part and suspected reworked upper Oligocene (Zemorrian) foraminifera in lowermost part; Vedder and Repenning (1975) consider member entirely Miocene in age. Highly variable thickness; as much as about 370 m",
Tvq,,"Vaqueros Formation, Quail Canyon Sandstone Member (lower Miocene)","Yellowish-gray to light-gray, fine- to medium-grained, thick-bedded and lenticular, locally crossbedded sandstone. Unit thins to west. Contains sparse middle to lower Miocene mollusks (Vedder and Repenning, 1975). Thickness variable; as thick as about 30 m",
Tsh,,"Simmler Formation, Shale member (Oligocene?)","Nonmarine. Formation as thick as about 850 m. Grayish-red, dusky-red, greenish-gray and olive, thin- to indistinctly bedded claystone and siltstone; interbedded with medium- to coarse-grained, thin- to thick-bedded sandstone. Corresponds to units Ts2 and Ts4 of Vedder and Repenning (1975)",
Tss,,"Simmler Formation, Sandstone and shale member (Oligocene?)","Pale-olive, pale-greenish-gray, and yellowish-gray, fine-grained, thin- to thick-bedded sandstone interbedded with greenish-gray and reddish siltstone and claystone. Corresponds to units Ts1, Ts2, and Ts3 of Vedder and Repenning (1975)",
Tp,,Pattiway Formation (Paleocene),"Olive-gray to dark-gray, locally concretionary, clayey to sandy siltstone and light-olive-gray, fine- to medium-grained marine sandstone. Contains numerous lenticular beds of yellowish-gray to pale-greenish-gray, thick-bedded to massive, deeply channeled, pebble to boulder conglomerate and fine- to coarse-grained sandstone. Contains upper Paleocene (Ynezian) foraminifera. Base of formation not exposed; at least 360 m thick",
QTm,,"Morales Formation, undivided (Pleistocene and upper Pliocene)","Light-gray to light-brownish-gray, medium- to coarse-grained, weakly to moderately indurated, arkosic- lithic fluvial sandstone, pebbly sandstone, and conglomerate. Contains minor gray, fine-grained sandstone and mudstone primarily in the lower part. Generally well bedded. Conglomerate clasts mostly subrounded to rounded and include granitic rocks, gneiss, felsic to intermediate volcanic rocks, sandstone, basalt, quartz, quartzite, and chert. Commonly poorly exposed. Age based on sparse vertebrate fossils of Blancan age (Vedder, 1968), and on paleomagnetic stratigraphy (Ellis and others, 1993). Tuff near top of unit interpreted as middle Pleistocene (Stone and Cossette, 2000). Maximum known thickness in Apache Canyon quadrangle about 1,100 m (Stone and Cossette, 2000)",
QTmu,,"Morales Formation, Upper member (Pleistocene and upper Pliocene)","Mostly sandstone and pebble conglomerate (Dibblee, unpub. data, 2001). Mapped largely in Cuyama Peak quadrangle",
QTml,,"Morales Formation, Lower member (Pleistocene and upper Pliocene)","Mostly claystone with minor sandstone; basal calcareous layer (Dibblee, unpub. data, 2001). Mapped mostly in Cuyama Peak and Apache Canyon quadrangles",
Tq,,"Quatal Formation, undivided (Pliocene)","Primarily varicolored fluvial sedimentary sequences consisting of interbedded mudstone, siltstone, sandstone, pebbly sandstone, and conglomerate. Gypsum and gypsiferous mudstone occur locally",
Tqu,,"Quatal Formation, Upper member (Pliocene)","In Reyes Peak quadrangle (Minor, 2004) consists of brown and brownish-gray massive to poorly bedded, locally sandy claystone; contains a few thin light-gray and pale brown, flaggy to tabular siltstone and fine-grained sandstone. Base of unit in the western exposures of Reyes Peak quadrangle consist of a thin, light-gray sandy conglomerate with subrounded clasts of Monterey Shale. Upper member in Lockwood Valley quadrangle (Kellogg, 1999) consists of coarse-grained, poorly sorted, light orange-brown to orange arkosic sandstone, conglomerate, and minor claystone, suggesting closer source rock than upper member in Reyes Peak quadrangle. Maximum thickness more than 300 m",
Tqc,,"Quatal Formation, Conglomeratic member (Pliocene)","Tan, yellowish-gray and light-gray, medium- to thick-bedded, variably resistant fluvial conglomerate and conglomeratic sandstone with minor interbeds of clayey to silty sandstone. Clasts are subrounded to well-rounded, rarely as large as boulders, and consist of granitic and gneissic rocks and lesser volcanic rocks, schist, and sandstone. Thickness variable; as great as 300 m (Minor, 2004)",
Tqp,,"Quatal Formation, Gypsiferous member (Pliocene)","Gray and nearly white gypsum beds as thick as 15 m, locally silty. Exposed in northern Cuyama Peak and Ballinger Canyon quadrangles",
Tqw,,"Quatal Formation, White sandstone member (Pliocene)","Conspicuous white to light-gray, thick- to medium-bedded, arkosic to lithic-feldspathic sandstone, locally pebbly to conglomeratic. Contains sparse brown partings and thin layers of brown mudstone and siltstone. Overlies Lockwood Clay (Tlc), or Caliente Formation where the Lockwood Clay is absent, mostly in the Sawmill Mountain (Kellogg and Miggins, 2002) and the Reyes Peak quadrangles (Minor, 2004). Includes sandstone of Nettle Spring of Stone and Cossette (2000) in Apache Canyon quadrangle. As thick as 250 m in Reyes Peak quadrangle (Minor, 2004); as thick as 210 m in Sawmill Mountain quadrangle (Kellogg and Miggins, 2002)",
Tqg,,"Quatal Formation, Green mudstone member (Pliocene)","Medium- to coarse-grained, gray-green silty and clayey sandstone and pebbly conglomerate; minor claystone beds, which become more numerous near base. Beds typically 1 to 3 m thick. Conformable above Lockwood Clay (Tlc); exposed mostly in Lockwood Valley quadrangle (Kellogg, 1999) where it pinches out in north part of quadrangle. As thick as 180 m",
Tqx,,"Quatal Formation, Sedimentary breccia (Pliocene)","Tan, olive, yellowish-tan, and greenish-gray, thick- to medium-bedded, sedimentary breccia, conglomerate, sandstone, and rare siltstone. Breccia and conglomerate clasts derived mostly from Eocene sandstone and siltstone are as long as 5 m, although most are much smaller. Exposed along Big Pine fault and interpreted as shed from uplifting hanging-wall block of Big Pine fault (Minor, 2004). Minimum exposed thickness about 100 m; probably much thicker at depth",
Tns,,"Sandstone of Nettle Springs of Stone and Cossette (2000), Lockwood Clay, and upper part of Caliente Formation, undivided (lower Pliocene and upper Miocene)","Mapped only at one locality in the north-central Apache Canyon quadrangle (Stone and Cossette, 2000)",
Tcu,,"Caliente Formation, Upper member (upper to middle Miocene)","North of the Lockwood Valley fault, consists of an upper light-brown argillaceous sandstone and sandy mudstone, and a lower white to light-gray arkosic-lithic sandstone and minor conglomerate (Stone and Cossette, 2000). Forms a locally conspicuous light-colored band between the underlying gypsiferous red sandstone and mudstone member (Tcr) and the overlying Lockwood Clay. South of the Lockwood Valley fault, unit consists of a light-gray, buff, and olive-green, arkosic, silt- and clay-rich sandstone and pebble conglomerate. Beds lensoidal. Pebbles consist mainly of granitic, gneissic, and felsic volcanic rocks. Forms well developed badlands topography. As thick as 100 m",
Tcg,,"Caliente Formation, Granitic-clast fanglomerate member (upper to middle Miocene)","Light-gray to light grayish-brown, massive to poorly bedded, granitic-clast sedimentary breccia, conglomerate and subordinate coarse-grained grusy sandstone. Granitic clasts locally longer than 1 m; also contains variable amounts of volcanic and gneissic clasts. Forms basal Caliente facies in the San Guillermo Mountain quadrangle (Minor, 1999), where unit rests unconformably on Eocene rocks and locally interfingers with mostly overlying variegated mudstone and sandstone member (Tcsh). Near Cuyama River, unconformably(?) overlies sandstone and conglomerate member of nonmarine rocks of Santa Barbara Canyon (“Pato red beds”) of Domain 2",
Tcsc,,"Caliente Formation, Sandstone and conglomerate member (upper to middle Miocene)","Gray-brown, light-tan, and greenish-brown clayey and silty lithic-arkosic sandstone and conglomerate. Clasts well rounded, as long as 25 cm, and composed predominantly of intermediate to felsic porphyritic volcanic rocks; pink and purple felsite particularly common. Also contains clasts of fine- grained to medium-grained granitic rocks, gneiss, quartz, and basalt. Forms well-developed badlands topography. North of Lockwood Valley fault, lies conformably above and locally interfingers with granitic-clast fanglomerate member (Tcg). South of Lockwood Valley fault, locally forms highest stratigraphic member of formation. Mapped as volcanic-clast conglomerate member in Cuddy Valley quadrangle (Kellogg, 2003).",
Tcr,,"Caliente Formation, Gypsiferous red sandstone and mudstone member (upper to middle Miocene)","Red-brown, reddish-gray, and gray, poorly to moderately indurated, clayey, commonly pebbly sandstone and conglomerate. Contains well-rounded clasts as long as 10 cm. Mostly gypsiferous. In Dry Canyon in western Sawmill Mountain quadrangle, interbedded red and gray beds form conspicuous striped appearance and spectacular badland topography (Kellogg and Miggins, 2002). Also mapped near border between Ballinger Canyon and Cuyama Peak quadrangles (T.W. Dibblee, Jr., unpub. data, 2001). As thick as 275 m but pinches out to south",
Tcl,,"Caliente Formation, Lower red-and-white-banded member (upper to middle Miocene)","Reddish-brown sandy mudstone and white to light-gray arkosic-lithic sandstone, pebbly sandstone, and conglomerate, interbedded to produce a banded appearance. Clasts mostly intermediate volcanic and granitic rocks, but also include gneiss, schist, diorite, quartz, chert, argillite, and sandstone. Abundant vertebrate fossils indicate late Clarendonian to late Barstovian (early late to middle Miocene) age (James, 1963; Kelly and Lander, 1988). Mapped in Apache Canyon area (Stone and Cossette, 2000) where unit overlies granite of Apache Canyon (Kga) and diorite of Apache Canyon (Kda)",
Tcsh,,"Caliente Formation, Variegated mudstone and sandstone member (upper to middle Miocene)","Multi-colored (hues of gray, green, orange, tan, yellow, brown, and red) interbedded sandstone, siltstone, mudstone, and rare claystone; locally gypsiferous. Sandstone is locally pebbly; some granitic-clast conglomerate included (Minor, 1999). Grain size decreases up section and also to east; outcrops near eastern boundary of the San Guillermo Mountain quadrangle are pale-green to pale- greenish-gray and reddish-brown, well-bedded, clay-rich, mudstone, siltstone, and sandstone. Includes both “variegated sedimentary beds” and “clay-rich sedimentary facies” of Minor (1999)",
Tcx,,"Caliente Formation, Basal breccia member (upper to middle Miocene)","Gray, grussy, massive to crudely bedded, sedimentary breccia and minor conglomerate. Clasts of gneiss and granitic rocks derived from underlying units of Plush Ranch Formation. Unit present only along Lockwood Valley fault zone and may result from south-flowing debris flows across active fault",
Tvss,,"Vaqueros Formation, Sandstone member (lower Miocene)","Light-brown, thin- to thick-bedded, fine- to coarse-grained arkosic sandstone; includes subordinate brown, sandy siltstone and pebbly sandstone",
Tscg,,"Simmler Formation, Fanglomerate member (Miocene and Oligocene?)","Upper, southern facies consists mostly of pink sandstone that becomes increasingly coarse and conglomeratic to southeast; includes thin interbeds of reddish, micaceous shale (Dibblee, 1982). North of Quatal Canyon, unit coarsens upsection into red fanglomerate that contains granitic and gneissic detritus probably derived from Mt. Pinos and Sawmill Mountain regions; the uppermost part contains Pelona Schist (Tps) detritus. Exposed in “Cuyama badlands” south of the San Andreas fault in the Ballinger Canyon, Santiago Creek, and Apache Canyon quadrangles. Includes sedimentary breccia of Apache Potrero and sedimentary breccia and sandstone of Cowhead Potrero of Stone and Cossette (2000), which were previously included in Caliente Formation (Tc) (Van Amringe, 1957; Frakes, 1959) and part of Cowhead Potrero Formation of Ziony (1958). Also includes sandstone of Blue Rock Spring of Stone and Cossette (2000), a reddish-brown, thick-bedded, coarse-grained, micaceous lithic sandstone as thick as 40 m that directly underlies the Caliente Formation",
Tsc,,"Simmler Formation, Conglomerate, sandstone, and shale member (Oligocene?)","Lower, northern facies composed of pink sandstone and conglomerate, and interbedded reddish-gray, silty claystone. Sequence coarsens upsection and is separated by Dibblee (1971) into lower pink and gray sandstone and shale sequence and upper maroon sandstone and conglomerate sequence",
Tprr,,"Plush Ranch Formation of Carman (1964), Granite and gneiss breccia member (lower Miocene and Oligocene)","Light- to dark-gray, massive to poorly stratified conglomerate and sedimentary breccia; moderately to well bedded on a large (tens of meters) scale. Clasts are angular to subrounded, as long as 2 m, and composed of varying proportions of granite of Lockwood Peak (Kgl) and Proterozoic augen gneiss of Frazier Mountain (Xag) (Kellogg, 1999). Interpreted as coarse-grained fan-delta deposits adjacent to a basin-bounding normal fault, proposed to exist at site of present Lockwood Valley fault (Cole and Stanley, 1995). Base not exposed; thickness locally greater than 375 m",
Tprs,,"Plush Ranch Formation of Carman (1964), Sandstone member (lower Miocene and Oligocene)","Light-gray-brown, orange-brown, and olive-brown, flaggy to blocky, well-indurated, medium- to coarse-grained, sandy mudstone, well-sorted arkosic sandstone, and subordinate pebble and cobble conglomerate; clasts mostly granitic rocks with minor gneiss and quartzite. Contains interbedded light-gray-brown, moderately indurated sandy siltstone. Interpreted as alluvial-plain deposits and subaqueous fan-delta deposits (Cole and Stanley, 1995). Thickness variable; as much as 820 m thick",
Tprl,,"Plush Ranch Formation of Carman (1964), Lacustrine member (lower Miocene and Oligocene)","Light-olive-brown to orange-brown, commonly fissile mudstone, shale, siltstone, evaporites, and fine-grained to very fine grained sandstone. Sandstone is thin bedded, ledgy, tan, well cemented, laterally continuous, and normally graded; some soft-sediment deformation in finer grained beds. Near top of unit are thin-bedded gypsum beds interbedded with dark-brown mudstone. In eastern exposures, thin limestone and shale beds are interbedded with borax-bearing evaporite minerals, mostly colemanite, which was mined until World War I (Carman, 1964). Weathers yellowish tan. Interpreted as basin-center lacustrine deposits (Cole and Stanley, 1995). Thickness highly variable; as much as 900 m thick",
Tprb,,"Plush Ranch Formation of Carman (1964), Basalt member (lower Miocene and Oligocene)","Black, medium- to fine-grained, locally vesicular basalt flows and sills. Contains about 62 percent calcic plagioclase, 18 percent clinopyroxene, 15 percent olivine, partially altered to iddingsite, and 5 percent opaque minerals. Plagioclase forms small phenocrysts as long as 2 mm. Mostly massive; faint pillow structures reported at some localities (Carman, 1964; Cole and Stanley, 1995). Interlayered with and locally crosscuts subaqueous mudstone and evaporite deposits of lacustrine member (Tprl) (Kellogg, 2003). Weathers to dark-brown, sandy soil containing abundant basalt clasts. Potassium-argon ages range from 20.9±0.9 to 26.5±0.5 Ma (early Miocene to late Oligocene) (Frizzell and Wiegand, 1993). Maximum thickness of individually mapped units about 200 m",
Tprx,,"Plush Ranch Formation of Carman (1964), Megabreccia member (lower Miocene and Oligocene)","Gray, massive, poorly sorted, well consolidated, clast-supported, sedimentary breccia. Clasts entirely granite of Mt. Pinos (Kgp) and as long as 15 m (Bohannon, 1976). Contacts with surrounding mostly mudstone beds of lacustrine member (Tprl) sharp; indents underlying beds indicating soft-sediment deformation during deposition. Interpreted as rockslide deposits that slid into subaqueous sediments of lacustrine member (Tprl) (Cole and Stanley, 1995)",
Tprc,,"Plush Ranch Formation of Carman (1964), Basal conglomerate member (Oligocene?)","Maroon and reddish-tan, well-indurated, poorly sorted, massively bedded conglomerate and subordinate lenses of tan, coarse-grained feldspathic sandstone as thick as 2 m. Both clast- and matrix-supported clasts are subangular to well rounded, and consist mostly of biotite gneiss and granitic rocks, with minor amounts of quartz and schist similar to Pelona Schist (Tps); possible source areas all within 5 km of exposures. Mapped in Cuddy Valley quadrangle adjacent to the Lockwood Valley fault (Kellogg, 2003)",
Tjm,,"Juncal Formation, Mixed sandstone and mudstone member (middle and lower? Eocene)","Approximately equal amounts of thin, greenish-gray to grayish-brown, thin- to thick-bedded sandstone and claystone",
Tjc,,"Juncal Formation, Conglomerate member (middle and lower? Eocene)","Dark-brownish-gray conglomerate interbedded with pebbly, coarse-grained, quartzofeldspathic sandstone; cobbles are well rounded, mostly matrix supported, and composed of granitic rocks, andesite porphyry, gneiss, and chert; clasts commonly coated with iron oxides. Conglomerate member forms lenses and tongues within other, finer grained facies in southeastern exposures of Juncal Formation",
Tem,,Marine shale and minor sandstone (lower Eocene),"Black to dark-brown, fissile, micaceous, mostly indistinctly bedded, marine siltstone and shale, with minor brown, fine- to medium-grained, thin-bedded sandstone. Contains black dolomitic concretions as long as 2 m. Disconformably overlies granite of Mount Pinos (Kgp) along south side of mountain. Contains abundant lower Eocene mollusks and benthic foraminifera (Squires, 1988). Overlain unconformably by rocks of the Plush Ranch Formation. One measured section about 200 m east of North Fork of Lockwood Creek is 605 m thick (Squires, 1988)",
Tmy,,Mylonite of Sawmill Mountain thrust fault (Paleocene),"Greenish-gray to dark-green, very well indurated augen-rich mylonite above trace of Sawmill Mountain thrust fault. Base is ribbony, with thin, white quartz stringers. In most places, contact between mylonite and structurally underlying unmylonitized Pelona Schist (Tps) is sharp. Degree of mylonitization generally decreases upward into overlying gneissic rocks, although locally there are several discrete mylonite zones over a vertical distance as great as 140 m. There is considerable brittle deformation near structural top of mylonite zone, with small offsets and many slickensided surfaces. Greenschist-grade metamorphism and ductile deformation within mylonite reflect mid-crustal conditions during movement. An early Paleocene metamorphic age for the Pelona Schist (Tps) (Kellogg and Miggins, 2002) constrains age of mylonite to be no older than Paleocene",
Tps,,Pelona Schist (Paleocene),"Silvery-gray to brownish-gray, medium-grained micaceous quartzofeldspathic schist and micaceous quartzite. Typically contains 30–60 percent quartz, commonly as porphyroblasts as long as about 4 mm containing many small inclusions, 15–20 percent albite, 10–20 percent muscovite, 2–20 percent biotite, 10 percent epidote, 2–5 percent calcite, trace to 2 percent garnet, and traces of zircon and opaque minerals. Foliation is parallel to relict bedding at most localities. Depositional age of protolith probably Late Cretaceous (Jacobson and others, 2000). Metamorphic age of schist is Paleocene based on 40Ar/39Ar age on muscovite is 63.24±0.26 (Kellogg and Miggins, 2000), considered best representation of age of post-metamorphic cooling. 40Ar/39Ar age on biotite is 56.66±0.15 Ma",
Tpsb,,"Pelona Schist, Metabasalt (Paleocene)","Local, small outcrops of dark greenish-gray, massive, fine-grained, holo-crystalline metabasalt. Contains about 65 percent chlorite, 20 percent quartz, 8 percent opaque minerals, 3 percent biotite, 2 percent calcite, 1 percent euhedral clinopyroxene, and 1 percent 1-mm-long garnets",metabasalt
Kgl,,Granite of Lockwood Peak (Late Cretaceous),"Coarse-grained, equigranular to porphyritic, hypidiomorphic granodiorite and subordinate quartz monzonite. Contains about 20 percent undulatory quartz, 25–50 percent zoned plagioclase (about An27), 5–35 percent microcline, 5–10 percent biotite, 10 percent hornblende, 1–2 percent sphene, 1 percent opaque minerals and trace apatite and zircon. Most exposures are equigranular, but microcline megacrysts as long as 2 cm locally comprise as much as 20 percent of rock. Commonly weathers to light-tan grus and well-rounded boulders. Includes dikes and irregular bodies of quartz monzonite of Sheep Creek (Kellogg, 1999). Concordant uranium-lead zircon age is 76.05±0.22 Ma (Kellogg, 1999; date by W.R. Premo, written commun.,1997)",
Kgp,,Granite of Mount Pinos (Late Cretaceous),"Coarse-grained to very coarse grained, pink to pinkish-gray, massive to weakly foliated, porphyritic granite. Contains approximately 10–25 percent quartz, 50–70 percent microcline, mostly as subhedral phenocrysts as long as 2 cm, 15 percent plagioclase, 3–10 percent biotite, commonly clumped and surrounding the microcline phenocrysts, and traces of sphene, zircon, and opaque minerals (Kellogg and Miggins, 2002). Commonly weathers to grusy soil. U/Pb zircon age is 75.1±1.6 Ma (W.R. Premo, written commun., 2006)",
Kga,,Granite of Apache Canyon (Cretaceous?),"Massive to weakly foliated, medium-grained, equigranular to slightly porphyritic, leucocratic granite. Forms small outcrops in Apache Canyon quadrangle; may be intrusive into diorite of Apache Canyon (unit Kda) (Stone and Cossette, 2000). Probably Cretaceous age",
Kda,,Diorite of Apache Canyon (Cretaceous?),"Massive to weakly foliated, coarse-grained, dark-gray biotite-hornblende diorite. Forms small outcrops in Apache Canyon quadrangle (Stone and Cossette, 2000). Probably Cretaceous age",
Kgn,,Granite of Cerro Noroeste (Late Cretaceous),"Medium-grained, massive to strongly foliated, light-gray to tan, biotite granodiorite or monzogranite. Typically contains 15–35 percent quartz, 25–50 percent plagioclase, 10–30 percent microcline, 5–20 percent biotite, 2–4 percent muscovite, trace–2 percent sphene, and traces of garnet, zircon, apatite, and opaque minerals. Cut by numerous aplite and pegmatite dikes. Preliminary 40Ar/39Ar age on biotite is 67.2±0.5 Ma (Kellogg and Miggins, 2002). Intrudes gneissic granodiorite, although 40Ar/39Ar biotite age is slightly older than 40Ar/39Ar age for gneissic granodiorite. Includes “orange granite” of Kellogg and Miggins (2002), and locally contains inclusions of biotite gneiss (Xbg)",
Kgd,,Gneissic granodiorite (Late Cretaceous),"Gray to dark-gray, medium- to coarse-grained, massive to well foliated, equigranular to porphyritic granodioritic to tonalitic ortho-gneiss. Phenocrysts commonly deformed and sheared into augen. Grades into zones with well-defined light-and-dark layers (depending on biotite content) by ductile shearing and recrystallization. Preliminary 40Ar/39Ar age on biotite is 65.9±0.2 Ma (Kellogg and Miggins, 2002)",
MzPsc,,"Marble, quartzite, and schist (Mesozoic? to Proterozoic?)","White, vitreous, medium-grained, well-foliated quartzite; gray, medium-grained, well-foliated marble; and dark-gray schist in small inliers in granitic rocks. Age unknown, but protoliths may be as old as Proterozoic",
Xbg,,Biotite gneiss (Paleoproterozoic),"Gray and black, layered biotite gneiss. Leucocratic layers contain quartz, plagioclase, microcline (generally less than plagioclase), and biotite. Interlayered with streaks and small lenses of amphibolite, especially adjacent to Sawmill Mountain fault zone. Melanocratic layers contain as much as 60 percent biotite and minor hornblende. Locally migmatitic and cut by numerous aplite and pegmatite dikes (some of which may be Cretaceous in age). Protolith may be part of 1,750–1,680 Ma (Paleoproterozoic) sedimentary assemblage identified in western Transverse Ranges that was subsequently metamorphosed and deformed during high strain associated with major orogenic episode 1,450–1,425 Ma (Mesoproterozoic) (Silver, 1971)",
Xag,,Augen gneiss of Frazier Mountain (Paleoproterozoic),"Dark-gray to almost black, well-foliated to massive, xenomorphic augen gneiss, containing white to pink microcline porphyroblasts as long as 5 cm (most are less than 2 cm). Contains approximately 30–35 percent undulatory quartz, 40 percent sodic plagioclase, 10–15 percent microcline (almost entirely as augens), 10–20 percent biotite, 2–5 percent muscovite, 1 percent opaque minerals, and traces of apatite, zircon, and garnet. Protolith is granodiorite porphyry as shown by nearly euhedral microcline phenocrysts in relatively unstrained rock, and dikes of augen gneiss that intrude biotite gneiss (unit Xbg). Numerous pegmatite and aplite dikes and pods, some of which may be Cretaceous in age, cut unit. Ductile shearing may be associated with previously recognized major orogenic episode in region at 1,450–1,425 Ma (Silver, 1971). Unit has discordant, upper-intercept U–Pb zircon age of 1,690±5 Ma (Kellogg, 1999; analysis by W.R. Premo, 1997), interpreted as intrusive age of protolith",
KXmg,,Migmatitic biotite gneiss (Cretaceous and Paleoproterozoic),"Biotite gneiss (equivalent to unit Xbg) and minor augen gneiss (equivalent to Xag) interlayered with abundant (greater than about 10 percent by volume) leucocratic, medium-grained granitic melt phase in layers mostly 1–5 cm thick. Many granitic layers were injected from external sources (Cretaceous granitic rocks), although others apparently were derived by in situ partial melting, as shown by mafic selvages adjacent to melt layers (Johannes, 1988). Includes areas mapped as biotite-hornblende gneiss and augen gneiss by Kellogg and Miggins (2002), which are variably migmatitic. Cut by numerous aplite and pegmatite dikes, many of which are presumed Cretaceous in age (Kellogg and Miggins, 2002)",
QTg,,Fault gouge (Holocene to Pliocene?),"Pervasively sheared, comminuted, and fractured rocks produced by intermittent slip and cataclasis along numerous splays of the San Andreas fault. Consists of a variety of rock types, including granitic rocks, sandstone, and quartzite. Movement along present trace of the San Andreas fault in map area began about 5 Ma (Oskin and Stock, 2003; Kellogg and Minor, 2005)",
Tws,,White arkosic sandstone and conglomerate (Miocene?),"White to very pale tan, massive to poorly stratified, thick-bedded, arkosic sandstone and conglomerate. Contains large crossbeds and channel fills. About 10 percent of unit is matrix-supported conglomerate containing moderately to well-rounded clasts as long as 30 cm of sandstone, intermediate to mafic volcanic rocks, granitic rocks, dark-purple quartzite, gneiss, and quartz. Contains a few thin, discontinuous olive-brown silty stringers. Dips steeply at all localities. Weathers into distinctive rounded knobs. Occurrence limited to Sawmill Mountain (Kellogg and Miggins, 2002) and Cuddy Valley (Kellogg, 2003) quadrangles. Tentatively correlated with Caliente Formation (Tc) by Davis (1983) and Davis and Duebendorfer (1987), but is distinct from recognized facies of Caliente in region. Neither top nor base of unit exposed; minimum thickness about 300 m",
Tph,,"Marine shale, sandstone, and limestone of “Peanut Hill” (Miocene, Oligocene, or Eocene)","Olive-gray, olive-green, olive-brown, and grayish-brown, poorly bedded marine shale, mudstone, and siltstone, with local, thin arkosic sandstone stringers. Sequence becomes sandier down section and lower part contains interbedded, tan, well-indurated, poorly sorted, coarse-grained, locally pebbly and locally laminated, carbonate-cemented, arkosic sandstone; graded bedding, crossbedding, and ripples typical of turbidites. Western exposures contain a few fine-grained, pale-pinkish-brown limestone beds. Locally deformed into tight, disharmonic folds. Unit mostly exposed in large, fault-bounded hill (“Peanut Hill” of Duebendorfer, 1979). Unit greater than 300 m thick",
